chosen_worker_id,client_addr,lb_decision_latency_ms,overall_rtt_ms,payload_recv_brief,proxy_to_worker_rtt_ms,request_id,status,timestamp,worker_processing_time_ms,worker_response_payload_brief
worker-1,"('127.0.0.1', 62373)",0.020416999177541584,864.3780409984174,"{'data': 'Benchmark hello from client 2, req 2', 'request_id': 'client2-req2-22a3ec9e'}",811.8207910010824,client2-req2-22a3ec9e,SUCCESS,1747410886.55388,144.56445799442008,"{'data': 'Response from worker-1 to request client2-req2-22a3ec9e', 'original_request_id': 'client2-"
worker-1,"('127.0.0.1', 62379)",0.014917000953573734,948.982417001389,"{'data': 'Benchmark hello from client 8, req 2', 'request_id': 'client8-req2-1108e6e6'}",896.8791250008508,client8-req2-1108e6e6,SUCCESS,1747410886.6369631,167.67983300087508,"{'data': 'Response from worker-1 to request client8-req2-1108e6e6', 'original_request_id': 'client8-"
worker-1,"('127.0.0.1', 62374)",0.01274999522138387,1022.457334001956,"{'data': 'Benchmark hello from client 3, req 2', 'request_id': 'client3-req2-d68c7038'}",971.1372919991845,client3-req2-d68c7038,SUCCESS,1747410886.70271,138.97666699631372,"{'data': 'Response from worker-1 to request client3-req2-d68c7038', 'original_request_id': 'client3-"
worker-1,"('127.0.0.1', 62380)",0.012541000614874065,1045.5890409939457,"{'data': 'Benchmark hello from client 9, req 2', 'request_id': 'client9-req2-535ceaa1'}",993.6085419976735,client9-req2-535ceaa1,SUCCESS,1747410886.734088,53.05800000496674,"{'data': 'Response from worker-1 to request client9-req2-535ceaa1', 'original_request_id': 'client9-"
worker-1,"('127.0.0.1', 62377)",0.0470000013592653,1050.4875410042587,"{'data': 'Benchmark hello from client 6, req 3', 'request_id': 'client6-req3-63aed3f7'}",997.4758329990436,client6-req3-63aed3f7,SUCCESS,1747410886.7989702,69.39162500202656,"{'data': 'Response from worker-1 to request client6-req3-63aed3f7', 'original_request_id': 'client6-"
worker-1,"('127.0.0.1', 62376)",0.014042001566849649,1090.613125001255,"{'data': 'Benchmark hello from client 5, req 4', 'request_id': 'client5-req4-71fb6c66'}",1039.5642920047976,client5-req4-71fb6c66,SUCCESS,1747410886.8833559,126.21741699695121,"{'data': 'Response from worker-1 to request client5-req4-71fb6c66', 'original_request_id': 'client5-"
worker-2,"('127.0.0.1', 62374)",0.03037499845959246,279.95416600606404,"{'data': 'Benchmark hello from client 3, req 3', 'request_id': 'client3-req3-5c38aae3'}",226.69612500612857,client3-req3-5c38aae3,SUCCESS,1747410887.726781,225.56729200005066,"{'data': 'Response from worker-2 to request client3-req3-5c38aae3', 'original_request_id': 'client3-"
worker-2,"('127.0.0.1', 62380)",0.036167002690490335,322.3720410023816,"{'data': 'Benchmark hello from client 9, req 3', 'request_id': 'client9-req3-bf8d2289'}",268.6373749966151,client9-req3-bf8d2289,SUCCESS,1747410887.780967,95.76341699721524,"{'data': 'Response from worker-2 to request client9-req3-bf8d2289', 'original_request_id': 'client9-"
worker-1,"('127.0.0.1', 62371)",0.01412499841535464,1166.7615410042345,"{'data': 'Benchmark hello from client 0, req 3', 'request_id': 'client0-req3-831cc784'}",1114.926166999794,client0-req3-831cc784,SUCCESS,1747410887.000735,192.57487499999115,"{'data': 'Response from worker-1 to request client0-req3-831cc784', 'original_request_id': 'client0-"
worker-1,"('127.0.0.1', 62378)",0.17458399815950543,1133.3217499995953,"{'data': 'Benchmark hello from client 7, req 3', 'request_id': 'client7-req3-12c20588'}",1079.7317920005298,client7-req3-12c20588,SUCCESS,1747410887.106891,69.66179200389888,"{'data': 'Response from worker-1 to request client7-req3-12c20588', 'original_request_id': 'client7-"
